character	syllable	initial	medial	nuclues	terminal	tone	percentage
鵓	buon	b	undefined	undefined	undefined	3	null
礡	baŋ	b	undefined	undefined	undefined	3	null
簙	paŋ	p	undefined	undefined	undefined	3	null
鎛	paŋ	p	undefined	undefined	undefined	3	null
餺	paŋ	p	undefined	undefined	undefined	3	null
懪	bruŋ	br	undefined	undefined	undefined	3	null
髆	paŋ	p	undefined	undefined	undefined	3	null
髉	pruŋ	pr	undefined	undefined	undefined	3	null
犦	bruŋ	br	undefined	undefined	undefined	3	null
犦	puuŋ	p	undefined	undefined	undefined	3	null
䑈	pruŋ	pr	undefined	undefined	undefined	3	null
䌟	breŋ	br	undefined	undefined	undefined	3	null
欂	bieŋ	b	undefined	undefined	undefined	3	null
欂	breŋ	br	undefined	undefined	undefined	3	null
欂	paŋ	p	undefined	undefined	undefined	3	null
襮	paŋ	p	undefined	undefined	undefined	3	null
襮	puuŋ	p	undefined	undefined	undefined	3	null
礴	baŋ	b	undefined	undefined	undefined	3	null
䵗	boŋ	b	undefined	undefined	undefined	3	null
䶈	paŋ	p	undefined	undefined	undefined	3	null
鑮	baŋ	b	undefined	undefined	undefined	3	null
鑮	paŋ	p	undefined	undefined	undefined	3	null
㝿	pua	p	undefined	undefined	undefined	1	null
跛	pie	p	undefined	undefined	undefined	2	null
跛	pua	p	undefined	undefined	undefined	1	null
檗	preŋ	pr	undefined	undefined	undefined	3	null
擘	preŋ	pr	undefined	undefined	undefined	3	null
簸	pua	p	undefined	undefined	undefined	2	null
簸	pua	p	undefined	undefined	undefined	1	null
譒	pua	p	undefined	undefined	undefined	2	null
糪	p'reŋ	p'r	undefined	undefined	undefined	3	null
糪	preŋ	pr	undefined	undefined	undefined	3	null
蘗	preŋ	pr	undefined	undefined	undefined	3	null
卜	puŋ	p	undefined	undefined	undefined	3	null
啵	pua	p	undefined	undefined	undefined	0	null
蔔	boŋ	b	undefined	undefined	undefined	3	null
逋	po	p	undefined	undefined	undefined	0	null
峬	po	p	undefined	undefined	undefined	0	null
庯	po	p	undefined	undefined	undefined	0	null
晡	po	p	undefined	undefined	undefined	0	null
鈽	po	p	undefined	undefined	undefined	0	null
誧	p'o	p'	undefined	undefined	undefined	0	null
誧	p'o	p'	undefined	undefined	undefined	2	null
誧	p'o	p'	undefined	undefined	undefined	1	null
誧	po	p	undefined	undefined	undefined	0	null
轐	buuŋ	b	undefined	undefined	undefined	3	null
轐	puŋ	p	undefined	undefined	undefined	3	null
卟	ce	c	undefined	undefined	undefined	0	null
卟	c'e	c'	undefined	undefined	undefined	1	null
捕	bo	b	undefined	undefined	undefined	2	null
哺	bo	b	undefined	undefined	undefined	2	null
㨐	pu	p	undefined	undefined	undefined	1	null
補	po	p	undefined	undefined	undefined	1	null
鳪	puŋ	p	undefined	undefined	undefined	3	null
䪔	byo	b	undefined	undefined	undefined	1	null
鵏	bo	b	undefined	undefined	undefined	2	null
鵏	po	p	undefined	undefined	undefined	0	null
䪁	puŋ	p	undefined	undefined	undefined	3	null
䪁	pyuŋ	p	undefined	undefined	undefined	3	null
不	puon	p	undefined	undefined	undefined	3	null
不	pyon	p	undefined	undefined	undefined	3	null
不	piu	p	undefined	undefined	undefined	0	2
不	piu	p	undefined	undefined	undefined	1	2
布	po	p	undefined	undefined	undefined	2	null
步	bo	b	undefined	undefined	undefined	2	null
佈	po	p	undefined	undefined	undefined	2	null
抪	po	p	undefined	undefined	undefined	0	null
抪	po	p	undefined	undefined	undefined	2	null
怖	p'o	p'	undefined	undefined	undefined	2	null
荹	bo	b	undefined	undefined	undefined	0	null
荹	bo	b	undefined	undefined	undefined	2	null
部	bu	b	undefined	undefined	undefined	1	null
部	bo	b	undefined	undefined	undefined	1	3
悑	p'o	p'	undefined	undefined	undefined	2	null
埠	bo	b	undefined	undefined	undefined	2	null
鈈	pyon	p	undefined	undefined	undefined	3	null
䏽	bu	b	undefined	undefined	undefined	0	null
䏽	bu	b	undefined	undefined	undefined	2	null
䏽	bu	b	undefined	undefined	undefined	1	null
瓿	bu	b	undefined	undefined	undefined	1	null
瓿	byo	b	undefined	undefined	undefined	0	null
蔀	bu	b	undefined	undefined	undefined	1	null
蔀	p'u	p'	undefined	undefined	undefined	1	null
踄	baŋ	b	undefined	undefined	undefined	3	null
䍌	biu	b	undefined	undefined	undefined	0	null
䍌	bu	b	undefined	undefined	undefined	0	null
䍌	bu	b	undefined	undefined	undefined	1	null
餔	bo	b	undefined	undefined	undefined	2	null
餔	po	p	undefined	undefined	undefined	0	null
篰	bu	b	undefined	undefined	undefined	1	null
䒀	bo	b	undefined	undefined	undefined	2	null
䒀	p'yo	p'	undefined	undefined	undefined	0	null
䴺	bu	b	undefined	undefined	undefined	1	null
醭	p'uŋ	p'	undefined	undefined	undefined	3	null
簿	bo	b	undefined	undefined	undefined	1	null
簿	baŋ	b	undefined	undefined	undefined	3	2
攃	ʦ'an	ʦ'	undefined	undefined	undefined	3	null
攃	san	s	undefined	undefined	undefined	3	null
擦	ʦ'an	ʦ'	undefined	undefined	undefined	3	null
擦	ʦr'en	ʦr'	undefined	undefined	undefined	3	null
䌨	ʦ'an	ʦ'	undefined	undefined	undefined	3	null
礤	ʦ'an	ʦ'	undefined	undefined	undefined	3	null
遪	ʦ'om	ʦ'	undefined	undefined	undefined	3	null
遪	ʣj-om	ʣj-	undefined	undefined	undefined	3	null
䵽	ʦ'am	ʦ'	undefined	undefined	undefined	3	null
䞗	ʦ'ai	ʦ'	undefined	undefined	undefined	0	null
䞗	ʦr'ai	ʦr'	undefined	undefined	undefined	0	null
猜	ʦ'ai	ʦ'	undefined	undefined	undefined	0	null
才	ʣai	ʣ	undefined	undefined	undefined	0	null
材	ʣai	ʣ	undefined	undefined	undefined	0	null
財	ʣai	ʣ	undefined	undefined	undefined	0	null
裁	ʣai	ʣ	undefined	undefined	undefined	0	null
裁	ʣai	ʣ	undefined	undefined	undefined	2	10
䴭	ʣai	ʣ	undefined	undefined	undefined	0	null
纔	ʣai	ʣ	undefined	undefined	undefined	0	null
纔	sram	sr	undefined	undefined	undefined	0	2
纔	ʣai	ʣ	undefined	undefined	undefined	2	2
采	ʦ'ai	ʦ'	undefined	undefined	undefined	1	null
採	ʦ'ai	ʦ'	undefined	undefined	undefined	1	null
彩	ʦ'ai	ʦ'	undefined	undefined	undefined	1	null
㥒	ʦ'ai	ʦ'	undefined	undefined	undefined	1	null
寀	ʦ'ai	ʦ'	undefined	undefined	undefined	1	null
䐆	ʦ'ai	ʦ'	undefined	undefined	undefined	2	null
睬	ʦ'ai	ʦ'	undefined	undefined	undefined	1	null
綵	ʦ'ai	ʦ'	undefined	undefined	undefined	1	null
踩	ʦ'ai	ʦ'	undefined	undefined	undefined	1	null
埰	ʦ'ai	ʦ'	undefined	undefined	undefined	2	null
菜	ʦ'ai	ʦ'	undefined	undefined	undefined	2	null
棌	ʦ'ai	ʦ'	undefined	undefined	undefined	2	null
蔡	ʦ'ad	ʦ'	undefined	undefined	undefined	2	null
䰂	ʦ'ai	ʦ'	undefined	undefined	undefined	2	null
䰂	ʦ'ai	ʦ'	undefined	undefined	undefined	1	null
飡	ʦ'an	ʦ'	undefined	undefined	undefined	0	null
參	ʦ'om	ʦ'	undefined	undefined	undefined	0	null
參	ʦ'om	ʦ'	undefined	undefined	undefined	2	10
參	ʦr'im	ʦr'	undefined	undefined	undefined	0	10
參	sam	s	undefined	undefined	undefined	0	10
參	srim	sr	undefined	undefined	undefined	0	10
湌	ʦ'an	ʦ'	undefined	undefined	undefined	0	null
傪	ʦ'om	ʦ'	undefined	undefined	undefined	0	null
傪	ʦ'om	ʦ'	undefined	undefined	undefined	1	null
嵾	ʦr'im	ʦr'	undefined	undefined	undefined	0	null
㜗	ʦ'om	ʦ'	undefined	undefined	undefined	0	null
㜗	ʦ'om	ʦ'	undefined	undefined	undefined	1	null
㜗	ʦ'om	ʦ'	undefined	undefined	undefined	3	null
餐	ʦ'an	ʦ'	undefined	undefined	undefined	0	null
䟃	ʦ'om	ʦ'	undefined	undefined	undefined	0	null
䟃	ʦ'om	ʦ'	undefined	undefined	undefined	3	null
䉔	ʦ'an	ʦ'	undefined	undefined	undefined	0	null
驂	ʦ'om	ʦ'	undefined	undefined	undefined	0	null
㱚	ŋruan	ŋr	undefined	undefined	undefined	3	null
㱚	ʣan	ʣ	undefined	undefined	undefined	0	null
蚕	t'en	t'	undefined	undefined	undefined	1	null
殘	ʣan	ʣ	undefined	undefined	undefined	0	null
䏼	ʣan	ʣ	undefined	undefined	undefined	0	null
䏼	ʣan	ʣ	undefined	undefined	undefined	2	null
䣟	ʣom	ʣ	undefined	undefined	undefined	0	null
䣟	ʣom	ʣ	undefined	undefined	undefined	3	null
慚	ʣam	ʣ	undefined	undefined	undefined	0	null
㨻	sram	sr	undefined	undefined	undefined	1	null
㨻	ʣam	ʣ	undefined	undefined	undefined	0	null
慙	ʣam	ʣ	undefined	undefined	undefined	0	null
䳻	ʣam	ʣ	undefined	undefined	undefined	0	null
䳻	ʣram	ʣr	undefined	undefined	undefined	2	null
蠶	ʣom	ʣ	undefined	undefined	undefined	0	null
慘	ʦ'om	ʦ'	undefined	undefined	undefined	1	null
憯	ʦ'em	ʦ'	undefined	undefined	undefined	1	null
憯	ʦ'om	ʦ'	undefined	undefined	undefined	1	null
㿊	ʦ'ien	ʦ'	undefined	undefined	undefined	0	null
黲	ʦ'am	ʦ'	undefined	undefined	undefined	1	null
黲	ʦ'om	ʦ'	undefined	undefined	undefined	1	null
㛑	ʦ'an	ʦ'	undefined	undefined	undefined	2	null
粲	ʦ'an	ʦ'	undefined	undefined	undefined	2	null
薒	ʦ'an	ʦ'	undefined	undefined	undefined	2	null
㽩	ʦ'om	ʦ'	undefined	undefined	undefined	2	null
䛹	ʦ'en	ʦ'	undefined	undefined	undefined	2	null
璨	ʦ'an	ʦ'	undefined	undefined	undefined	2	null
燦	ʦ'an	ʦ'	undefined	undefined	undefined	2	null
謲	ʦ'om	ʦ'	undefined	undefined	undefined	2	null
倉	ʦ'aŋ	ʦ'	undefined	undefined	undefined	0	null
凔	ʦ'aŋ	ʦ'	undefined	undefined	undefined	0	null
蒼	ʦ'aŋ	ʦ'	undefined	undefined	undefined	0	null
蒼	ʦ'aŋ	ʦ'	undefined	undefined	undefined	1	2
滄	ʦ'aŋ	ʦ'	undefined	undefined	undefined	0	null
滄	ʦr'iaŋ	ʦr'	undefined	undefined	undefined	2	2
艙	ʦ'aŋ	ʦ'	undefined	undefined	undefined	0	null
鶬	ʦ'aŋ	ʦ'	undefined	undefined	undefined	0	null
鶬	ʦ'iaŋ	ʦ'	undefined	undefined	undefined	0	null
匨	ʦaŋ	ʦ	undefined	undefined	undefined	0	null
藏	ʣaŋ	ʣ	undefined	undefined	undefined	0	null
藏	ʣaŋ	ʣ	undefined	undefined	undefined	2	null
操	ʦ'au	ʦ'	undefined	undefined	undefined	0	null
操	ʦ'au	ʦ'	undefined	undefined	undefined	2	null
操	su	s	undefined	undefined	undefined	1	2
糙	ʦ'au	ʦ'	undefined	undefined	undefined	2	null
曹	ʣau	ʣ	undefined	undefined	undefined	0	null
傮	ʦau	ʦ	undefined	undefined	undefined	0	null
蓸	ʣau	ʣ	undefined	undefined	undefined	0	null
嘈	ʣau	ʣ	undefined	undefined	undefined	0	null
漕	ʣau	ʣ	undefined	undefined	undefined	0	null
漕	ʣau	ʣ	undefined	undefined	undefined	2	null
慒	ziu	z	undefined	undefined	undefined	0	null
慒	ʣuuŋ	ʣ	undefined	undefined	undefined	0	null
槽	ʦau	ʦ	undefined	undefined	undefined	0	null
槽	ʣau	ʣ	undefined	undefined	undefined	0	null
䐬	ʣau	ʣ	undefined	undefined	undefined	0	null
䄚	ʣau	ʣ	undefined	undefined	undefined	0	null
褿	ʣau	ʣ	undefined	undefined	undefined	0	null
䏆	ʣau	ʣ	undefined	undefined	undefined	0	null
䏆	ʣieu	ʣ	undefined	undefined	undefined	0	null
螬	ʣau	ʣ	undefined	undefined	undefined	0	null
艚	ʣau	ʣ	undefined	undefined	undefined	0	null
艹	ʦ'au	ʦ'	undefined	undefined	undefined	1	null
艸	ʦ'au	ʦ'	undefined	undefined	undefined	1	null
草	ʦ'au	ʦ'	undefined	undefined	undefined	1	null
愺	ʦ'au	ʦ'	undefined	undefined	undefined	1	null
騲	ʦ'au	ʦ'	undefined	undefined	undefined	1	null
肏	ʦ'au	ʦ'	undefined	undefined	undefined	2	null
刂	tau	t	undefined	undefined	undefined	0	null
冊	ʦr'eŋ	ʦr'	undefined	undefined	undefined	3	null
拺	ʦr'eŋ	ʦr'	undefined	undefined	undefined	3	null
拺	sreŋ	sr	undefined	undefined	undefined	3	null
笧	ʦr'eŋ	ʦr'	undefined	undefined	undefined	3	null
側	ʦriŋ	ʦr	undefined	undefined	undefined	3	null
萴	ʦriŋ	ʦr	undefined	undefined	undefined	3	null
萴	ʣriŋ	ʣr	undefined	undefined	undefined	3	null
策	ʦr'eŋ	ʦr'	undefined	undefined	undefined	3	null
廁	ʦr'i	ʦr'	undefined	undefined	undefined	2	null
測	ʦr'iŋ	ʦr'	undefined	undefined	undefined	3	null
惻	ʦr'iŋ	ʦr'	undefined	undefined	undefined	3	null
墄	ʦ'oŋ	ʦ'	undefined	undefined	undefined	3	null
㥽	ʦr'eŋ	ʦr'	undefined	undefined	undefined	3	null
䔴	ʦr'iŋ	ʦr'	undefined	undefined	undefined	3	null
䜺	ʦr'ieŋ	ʦr'	undefined	undefined	undefined	3	null
憡	ʦr'eŋ	ʦr'	undefined	undefined	undefined	3	null
㞥	ʣrim	ʣr	undefined	undefined	undefined	0	null
岑	ʣrim	ʣr	undefined	undefined	undefined	0	null
笒	gim	g	undefined	undefined	undefined	2	null
笒	ʣrim	ʣr	undefined	undefined	undefined	0	null
涔	ʣrim	ʣr	undefined	undefined	undefined	0	null
梣	ʣim	ʣ	undefined	undefined	undefined	0	null
梣	ʣrim	ʣr	undefined	undefined	undefined	0	null
䤁	jim	j	undefined	undefined	undefined	0	null
䤁	ʣim	ʣ	undefined	undefined	undefined	0	null
䅾	gim	g	undefined	undefined	undefined	0	null
䅾	ʣrim	ʣr	undefined	undefined	undefined	0	null
噌	ʦr'eŋ	ʦr'	undefined	undefined	undefined	0	null
曽	ʦoŋ	ʦ	undefined	undefined	undefined	0	null
曾	ʦoŋ	ʦ	undefined	undefined	undefined	0	50
曾	ʣoŋ	ʣ	undefined	undefined	undefined	0	null
嶒	ʣiŋ	ʣ	undefined	undefined	undefined	0	null
層	ʣoŋ	ʣ	undefined	undefined	undefined	0	null
㬝	suŋ	s	undefined	undefined	undefined	0	null
䁬	ʣoŋ	ʣ	undefined	undefined	undefined	0	null
竲	ʦoŋ	ʦ	undefined	undefined	undefined	0	null
竲	ʣiŋ	ʣ	undefined	undefined	undefined	0	null
驓	ʣiŋ	ʣ	undefined	undefined	undefined	0	null
蹭	ʦ'oŋ	ʦ'	undefined	undefined	undefined	2	null
叉	ʦr'a	ʦr'	undefined	undefined	undefined	0	null
叉	ʦr'e	ʦr'	undefined	undefined	undefined	0	null
扱	ʦr'em	ʦr'	undefined	undefined	undefined	3	null
扠	tr'e	tr'	undefined	undefined	undefined	0	null
芆	ʦr'e	ʦr'	undefined	undefined	undefined	0	null
杈	ʦr'a	ʦr'	undefined	undefined	undefined	0	null
杈	ʦr'e	ʦr'	undefined	undefined	undefined	2	null
䒲	tra	tr	undefined	undefined	undefined	2	null
臿	ʦr'em	ʦr'	undefined	undefined	undefined	3	null
䑡	ʦr'a	ʦr'	undefined	undefined	undefined	0	null
訍	ʦr'e	ʦr'	undefined	undefined	undefined	2	null
偛	ʦrem	ʦr	undefined	undefined	undefined	3	null
插	ʦr'em	ʦr'	undefined	undefined	undefined	3	null
㛼	ʦr'em	ʦr'	undefined	undefined	undefined	3	null
锸	tr'iem	tr'	undefined	undefined	undefined	3	null
艖	ʦr'a	ʦr'	undefined	undefined	undefined	0	null
艖	ʣa	ʣ	undefined	undefined	undefined	0	null
嚓	ʦr'en	ʦr'	undefined	undefined	undefined	3	null
鍤	ʦr'em	ʦr'	undefined	undefined	undefined	3	null
鍤	tr'iem	tr'	undefined	undefined	undefined	3	null
鎈	ʦr'a	ʦr'	undefined	undefined	undefined	0	null
餷	ʦr'a	ʦr'	undefined	undefined	undefined	0	null
秅	dra	dr	undefined	undefined	undefined	0	null
秅	to	t	undefined	undefined	undefined	2	null
茬	ʦri	ʦr	undefined	undefined	undefined	0	null
茬	ʣri	ʣr	undefined	undefined	undefined	0	null
茶	dra	dr	undefined	undefined	undefined	0	null
查	ʣra	ʣr	undefined	undefined	undefined	0	null
查	ʦra	ʦr	undefined	undefined	undefined	0	5
査	ʣra	ʣr	undefined	undefined	undefined	0	null
査	ʦra	ʦr	undefined	undefined	undefined	0	5
査	ʣre	ʣr	undefined	undefined	undefined	0	5
䅊	dra	dr	undefined	undefined	undefined	0	null
䅊	dra	dr	undefined	undefined	undefined	2	null
䅊	tra	tr	undefined	undefined	undefined	0	null
搽	dra	dr	undefined	undefined	undefined	0	null
靫	ʦr'a	ʦr'	undefined	undefined	undefined	0	null
靫	ʦr'e	ʦr'	undefined	undefined	undefined	0	null
猹	ʣra	ʣr	undefined	undefined	undefined	0	null
槎	ʣra	ʣr	undefined	undefined	undefined	0	null
槎	ʣra	ʣr	undefined	undefined	undefined	1	null
詧	ʦ'en	ʦ'	undefined	undefined	undefined	3	null
詧	ʦr'en	ʦr'	undefined	undefined	undefined	3	null
摖	ʦ'e	ʦ'	undefined	undefined	undefined	2	null
碴	ʦra	ʦr	undefined	undefined	undefined	0	null
碴	ʣra	ʣr	undefined	undefined	undefined	0	null
㢒	ʣra	ʣr	undefined	undefined	undefined	0	null
察	ʦr'en	ʦr'	undefined	undefined	undefined	3	null
褨	sa	s	undefined	undefined	undefined	1	null
䕓	ʦr'en	ʦr'	undefined	undefined	undefined	3	null
檫	ʦr'en	ʦr'	undefined	undefined	undefined	3	null
衩	ʦr'a	ʦr'	undefined	undefined	undefined	2	null
衩	ʦr'e	ʦr'	undefined	undefined	undefined	2	null
鑔	ʦr'en	ʦr'	undefined	undefined	undefined	3	null
汊	ʦr'a	ʦr'	undefined	undefined	undefined	2	null
奼	tr'a	tr'	undefined	undefined	undefined	1	null
奼	to	t	undefined	undefined	undefined	2	null
奼	tra	tr	undefined	undefined	undefined	2	null
岔	ʦr'a	ʦr'	undefined	undefined	undefined	2	null
侘	tr'a	tr'	undefined	undefined	undefined	0	null
侘	tr'a	tr'	undefined	undefined	undefined	2	null
刹	ʦr'an	ʦr'	undefined	undefined	undefined	3	null
差	ʦr'a	ʦr'	undefined	undefined	undefined	0	null
差	ʦr'ai	ʦr'	undefined	undefined	undefined	0	null
差	ʦr'e	ʦr'	undefined	undefined	undefined	0	null
差	ʦr'e	ʦr'	undefined	undefined	undefined	2	null
差	ʦr'ie	ʦr'	undefined	undefined	undefined	0	null
㤞	daŋ	d	undefined	undefined	undefined	3	null
姹	tr'a	tr'	undefined	undefined	undefined	2	null
姹	tr'a	tr'	undefined	undefined	undefined	1	null
䟕	ʦr'a	ʦr'	undefined	undefined	undefined	2	null
䓭	ʦr'an	ʦr'	undefined	undefined	undefined	3	null
詫	tr'a	tr'	undefined	undefined	undefined	2	null
拆	tr'aŋ	tr'	undefined	undefined	undefined	3	null
釵	ʦr'e	ʦr'	undefined	undefined	undefined	0	null
㼮	ʦr'e	ʦr'	undefined	undefined	undefined	0	null
䐤	ʦr'a	ʦr'	undefined	undefined	undefined	0	null
䐤	ʦr'e	ʦr'	undefined	undefined	undefined	0	null
疀	ʦr'em	ʦr'	undefined	undefined	undefined	3	null
柴	ʣre	ʣr	undefined	undefined	undefined	0	null
豺	ʣrai	ʣr	undefined	undefined	undefined	0	null
祡	ʣre	ʣr	undefined	undefined	undefined	0	null
㾹	ʣre	ʣr	undefined	undefined	undefined	0	null
㾹	ʣre	ʣr	undefined	undefined	undefined	2	null
儕	ʣrai	ʣr	undefined	undefined	undefined	0	null
㳗	ʦr'e	ʦr'	undefined	undefined	undefined	2	null
瘥	ʦr'e	ʦr'	undefined	undefined	undefined	2	null
瘥	ʦia	ʦ	undefined	undefined	undefined	0	null
瘥	ʣa	ʣ	undefined	undefined	undefined	0	null
蠆	tr'ad	tr'	undefined	undefined	undefined	2	null
㢟	tr'ien	tr'	undefined	undefined	undefined	0	null
㢟	tr'ien	tr'	undefined	undefined	undefined	1	null
㚲	ʦj'em	ʦj'	undefined	undefined	undefined	0	null
㚲	ʦj'em	ʦj'	undefined	undefined	undefined	3	null
梴	tr'ien	tr'	undefined	undefined	undefined	0	null
㾆	ʦj'em	ʦj'	undefined	undefined	undefined	0	null
㾆	njem	nj	undefined	undefined	undefined	0	null
覘	tr'iem	tr'	undefined	undefined	undefined	0	null
覘	tr'iem	tr'	undefined	undefined	undefined	2	null
裧	ʦj'em	ʦj'	undefined	undefined	undefined	0	null
裧	ʦj'em	ʦj'	undefined	undefined	undefined	2	null
裧	t'am	t'	undefined	undefined	undefined	1	null
摻	srem	sr	undefined	undefined	undefined	0	null
摻	srem	sr	undefined	undefined	undefined	1	null
㺗	ʦj'-ren	ʦj'-r	undefined	undefined	undefined	0	null
幨	ʦj'em	ʦj'	undefined	undefined	undefined	0	null
幨	ʦj'em	ʦj'	undefined	undefined	undefined	2	null
襜	ʦj'em	ʦj'	undefined	undefined	undefined	0	null
襜	ʦj'em	ʦj'	undefined	undefined	undefined	2	null
攙	ʦr'am	ʦr'	undefined	undefined	undefined	0	null
攙	ʣrem	ʣr	undefined	undefined	undefined	0	null
䪜	ʦj'em	ʦj'	undefined	undefined	undefined	0	null
䪜	ʦj'em	ʦj'	undefined	undefined	undefined	2	null
㶣	dam	d	undefined	undefined	undefined	0	null
㶣	driem	dr	undefined	undefined	undefined	0	null
棎	ʣjem	ʣj	undefined	undefined	undefined	0	null
孱	ʣren	ʣr	undefined	undefined	undefined	0	null
孱	ʣren	ʣr	undefined	undefined	undefined	1	null
孱	ʣrien	ʣr	undefined	undefined	undefined	0	null
僝	ʣren	ʣr	undefined	undefined	undefined	0	null
僝	ʣryen	ʣr	undefined	undefined	undefined	2	null
鋋	jen	j	undefined	undefined	undefined	0	null
鋋	ʣjen	ʣj	undefined	undefined	undefined	0	null
獑	ʣram	ʣr	undefined	undefined	undefined	0	null
獑	ʣrem	ʣr	undefined	undefined	undefined	0	null
誗	driem	dr	undefined	undefined	undefined	0	null
儃	dan	d	undefined	undefined	undefined	0	null
儃	ʣjen	ʣj	undefined	undefined	undefined	0	null
廛	drien	dr	undefined	undefined	undefined	0	null
潺	ʣren	ʣr	undefined	undefined	undefined	0	null
潺	ʣrien	ʣr	undefined	undefined	undefined	0	null
嬋	ʣjen	ʣj	undefined	undefined	undefined	0	null
緾	drien	dr	undefined	undefined	undefined	0	null
澶	dan	d	undefined	undefined	undefined	2	null
澶	ʣjen	ʣj	undefined	undefined	undefined	0	null
禪	ʣjen	ʣj	undefined	undefined	undefined	0	null
禪	ʣjen	ʣj	undefined	undefined	undefined	2	null
毚	ʣram	ʣr	undefined	undefined	undefined	0	null
毚	ʣrem	ʣr	undefined	undefined	undefined	0	null
鄽	drien	dr	undefined	undefined	undefined	0	null
襌	tan	t	undefined	undefined	undefined	0	null
䄠	ʣjen	ʣj	undefined	undefined	undefined	2	null
㙻	drien	dr	undefined	undefined	undefined	0	null
蟬	ʣjen	ʣj	undefined	undefined	undefined	0	null
瀍	drien	dr	undefined	undefined	undefined	0	null
䡲	ʣren	ʣr	undefined	undefined	undefined	0	null
䡲	ʣrien	ʣr	undefined	undefined	undefined	0	null
蟾	ʦjem	ʦj	undefined	undefined	undefined	0	null
蟾	ʣjem	ʣj	undefined	undefined	undefined	0	null
儳	ʦr'am	ʦr'	undefined	undefined	undefined	2	null
儳	ʣrem	ʣr	undefined	undefined	undefined	0	null
儳	ʣrem	ʣr	undefined	undefined	undefined	2	null
酁	ʣram	ʣr	undefined	undefined	undefined	0	null
酁	ʣrem	ʣr	undefined	undefined	undefined	0	null
繵	dan	d	undefined	undefined	undefined	1	null
嚵	ʦr'am	ʦr'	undefined	undefined	undefined	2	null
嚵	ʣiem	ʣ	undefined	undefined	undefined	1	null
嚵	ʣram	ʣr	undefined	undefined	undefined	0	null
巉	ʣram	ʣr	undefined	undefined	undefined	0	null
巉	ʣram	ʣr	undefined	undefined	undefined	1	null
㺥	ʣrem	ʣr	undefined	undefined	undefined	0	null
瀺	ʣrem	ʣr	undefined	undefined	undefined	1	null
欃	ʣram	ʣr	undefined	undefined	undefined	2	null
欃	ʣrem	ʣr	undefined	undefined	undefined	0	null
纏	drien	dr	undefined	undefined	undefined	0	null
纏	drien	dr	undefined	undefined	undefined	2	null
躔	drien	dr	undefined	undefined	undefined	0	null
艬	ʣram	ʣr	undefined	undefined	undefined	0	null
艬	ʣram	ʣr	undefined	undefined	undefined	2	null
讒	ʣram	ʣr	undefined	undefined	undefined	2	null
讒	ʣrem	ʣr	undefined	undefined	undefined	0	null
鑱	ʣram	ʣr	undefined	undefined	undefined	0	null
鑱	ʣram	ʣr	undefined	undefined	undefined	2	null
饞	ʣrem	ʣr	undefined	undefined	undefined	0	null
旵	tr'em	tr'	undefined	undefined	undefined	1	null
丳	ʦr'en	ʦr'	undefined	undefined	undefined	1	null
㹽	ʦr'an	ʦr'	undefined	undefined	undefined	1	null
產	sren	sr	undefined	undefined	undefined	1	null
産	sren	sr	undefined	undefined	undefined	1	null
剷	ʦr'en	ʦr'	undefined	undefined	undefined	1	null
嵼	sren	sr	undefined	undefined	undefined	1	null
滻	sren	sr	undefined	undefined	undefined	1	null
㦃	ʦr'en	ʦr'	undefined	undefined	undefined	1	null
㦃	ʦr'uen	ʦr'	undefined	undefined	undefined	1	null
㦃	sren	sr	undefined	undefined	undefined	1	null
蕆	tr'ien	tr'	undefined	undefined	undefined	1	null
幝	ʦj'en	ʦj'	undefined	undefined	undefined	1	null
㹌	sren	sr	undefined	undefined	undefined	1	null
䐮	ʦr'en	ʦr'	undefined	undefined	undefined	1	null
諂	tr'iem	tr'	undefined	undefined	undefined	1	null
燀	ʦj'en	ʦj'	undefined	undefined	undefined	0	null
燀	ʦj'en	ʦj'	undefined	undefined	undefined	1	null
燀	ʦjen	ʦj	undefined	undefined	undefined	1	null
簅	sren	sr	undefined	undefined	undefined	1	null
醦	ʦr'im	ʦr'	undefined	undefined	undefined	1	null
醦	srem	sr	undefined	undefined	undefined	1	null
繟	ʦj'en	ʦj'	undefined	undefined	undefined	1	null
繟	dan	d	undefined	undefined	undefined	0	null
䩶	tr'ieŋ	tr'	undefined	undefined	undefined	1	null
䩶	tr'ien	tr'	undefined	undefined	undefined	1	null
鏟	ʦr'an	ʦr'	undefined	undefined	undefined	2	null
鏟	ʦr'en	ʦr'	undefined	undefined	undefined	1	null
闡	ʦj'en	ʦj'	undefined	undefined	undefined	1	null
䑎	ʦ'iem	ʦ'	undefined	undefined	undefined	0	null
䑎	ʦr'em	ʦr'	undefined	undefined	undefined	1	null
囅	tr'ien	tr'	undefined	undefined	undefined	1	null
䵐	ʦj'en	ʦj'	undefined	undefined	undefined	1	null
讇	tr'iem	tr'	undefined	undefined	undefined	1	null
灛	ʦj'en	ʦj'	undefined	undefined	undefined	1	null
䤘	ʦ'iem	ʦ'	undefined	undefined	undefined	1	null
䤘	ʦr'em	ʦr'	undefined	undefined	undefined	1	null
剗	ʦr'en	ʦr'	undefined	undefined	undefined	1	null
䀡	tem	t	undefined	undefined	undefined	0	null
䀡	tem	t	undefined	undefined	undefined	2	null
䀡	tr'iem	tr'	undefined	undefined	undefined	2	null
硟	ʦj'en	ʦj'	undefined	undefined	undefined	2	null
硟	sien	s	undefined	undefined	undefined	0	null
