character	syllable	initial	medial	nuclues	terminal	tone	percentage
酦	pun	p	null	u	n	3	undefined
酧	ʣ'əu	ʣ'	null	ə	u	0	undefined
酨	doi	d	null	o	i	2	undefined
酨	ʣoi	ʣ	null	o	i	2	undefined
酩	miŋ	m	null	i	ŋ	1	undefined
酪	qloŋ	ql	null	o	ŋ	3	undefined
酪	lou	l	null	o	u	2	undefined
酫	ʦ'yn	ʦ'	null	y	n	3	undefined
酬	ʣj'əu	ʣj'	null	ə	u	0	undefined
酭	jəu	j	null	ə	u	2	undefined
酮	d'uŋ	d'	null	u	ŋ	0	undefined
酯	ʦji	ʦj	null	i		1	undefined
酰	sin	s	null	i	n	0	undefined
酱	ʦøŋ	ʦ	null	ø	ŋ	2	undefined
酲	ʣr'iŋ	ʣr'	null	i	ŋ	0	undefined
酳	jən	j	null	ə	n	2	undefined
酴	d'ou	d'	null	o	u	0	undefined
酵	xau	x	null	a	u	0	undefined
酵	cau	c	null	a	u	2	undefined
酶	mui	m	null	u	i	0	undefined
酷	huŋ	h	null	u	ŋ	3	undefined
酸	syn	s	null	y	n	0	undefined
酹	qlyn	ql	null	y	n	3	undefined
酹	lyn	l	null	y	n	3	undefined
酹	lai	l	null	a	i	2	undefined
酺	b'ou	b'	null	o	u	0	undefined
酻	ʦøi	ʦ	null	ø	i	0	undefined
酼	xoi	x	null	o	i	1	undefined
酽	im		null	i	m	2	undefined
酾	si	s	null	i		0	undefined
酿	jøŋ	j	null	ø	ŋ	2	undefined
醀	vəi	v	null	ə	i	0	undefined
醁	luŋ	l	null	u	ŋ	3	undefined
醂	ləm	l	null	ə	m	1	undefined
醃	qim	q	null	i	m	0	undefined
醄	d'ou	d'	null	o	u	0	undefined
醅	p'ui	p'	null	u	i	0	undefined
醆	ʦan	ʦ	null	a	n	1	undefined
醇	zjøn	zj	null	ø	n	0	undefined
醈	d'am	d'	null	a	m	0	undefined
醉	ʦøi	ʦ	null	ø	i	2	undefined
醊	ʦryn	ʦr	null	y	n	3	undefined
醊	ʦrøi	ʦr	null	ø	i	2	undefined
醋	ʦ'ou	ʦ'	null	o	u	2	undefined
醌	cv'ən	cv'	null	ə	n	0	undefined
醍	d'əi	d'	null	ə	i	0	undefined
醍	t'əi	t'	null	ə	i	1	undefined
醎	ham	h	null	a	m	0	undefined
醏	tou	t	null	o	u	0	undefined
醐	hu	h	null	u		0	undefined
醑	søi	s	null	ø	i	1	undefined
醒	siŋ	s	null	i	ŋ	1	undefined
醓	t'am	t'	null	a	m	1	undefined
醔	jəu	j	null	ə	u	0	undefined
醕	zøn	z	null	ø	n	0	undefined
醖	vən	v	null	ə	n	1	undefined
醗	p'un	p'	null	u	n	3	undefined
醘	xəm	x	null	ə	m	3	undefined
醙	səu	s	null	ə	u	0	undefined
醚	məi	m	null	ə	i	0	undefined
醛	ʣ'yn	ʣ'	null	y	n	0	undefined
醜	ʦj'əu	ʦj'	null	ə	u	1	undefined
醝	ʣ'o	ʣ'	null	o		0	undefined
醞	vən	v	null	ə	n	1	undefined
醟	viŋ	v	null	i	ŋ	2	undefined
醠	qoŋ	q	null	o	ŋ	2	undefined
醡	ʦa	ʦ	null	a		2	undefined
醢	xoi	x	null	o	i	1	undefined
醣	d'oŋ	d'	null	o	ŋ	0	undefined
醤	ʦøŋ	ʦ	null	ø	ŋ	2	undefined
醥	p'iu	p'	null	i	u	1	undefined
醦	ʦr'əm	ʦr'	null	ə	m	1	undefined
醧	qy	q	null	y		2	undefined
醨	lei	l	null	e	i	0	undefined
醩	ʦou	ʦ	null	o	u	0	undefined
醪	lou	l	null	o	u	0	undefined
醫	qi	q	null	i		0	undefined
醬	ʦøŋ	ʦ	null	ø	ŋ	2	undefined
醭	buŋ	b	null	u	ŋ	3	undefined
醭	p'oŋ	p'	null	o	ŋ	3	undefined
醮	ʦiu	ʦ	null	i	u	2	undefined
醯	xei	x	null	e	i	0	undefined
醰	d'am	d'	null	a	m	0	undefined
醱	p'un	p'	null	u	n	3	undefined
醱	fan	f	null	a	n	3	undefined
醱	pun	p	null	u	n	3	undefined
醲	nruŋ	nr	null	u	ŋ	0	undefined
醲	luŋ	l	null	u	ŋ	0	undefined
醳	iŋ		null	i	ŋ	3	undefined
醳	siŋ	s	null	i	ŋ	3	undefined
醴	ləi	l	null	ə	i	1	undefined
醵	gøi	g	null	ø	i	2	undefined
醵	g'øŋ	g'	null	ø	ŋ	3	undefined
醶	im		null	i	m	2	undefined
醷	qiŋ	q	null	i	ŋ	3	undefined
醸	jøŋ	j	null	ø	ŋ	2	undefined
醹	njy	nj	null	y		0	undefined
醺	xvən	xv	null	ə	n	0	undefined
醻	ʣj'əu	ʣj'	null	ə	u	0	undefined
醼	qin	q	null	i	n	2	undefined
醽	liŋ	l	null	i	ŋ	0	undefined
醾	mei	m	null	e	i	0	undefined
醿	mei	m	null	e	i	0	undefined
釀	nrjøŋ	nrj	null	ø	ŋ	2	undefined
釀	qnjøŋ	qnj	null	ø	ŋ	1	undefined
釁	hjən	hj	null	ə	n	2	undefined
釂	ʦiu	ʦ	null	i	u	2	undefined
釃	sri	sr	null	i		0	undefined
釄	mei	m	null	e	i	0	undefined
釅	ŋim	ŋ	null	i	m	2	undefined
釆	bin	b	null	i	n	2	undefined
采	ʦ'oi	ʦ'	null	o	i	1	undefined
釈	siŋ	s	null	i	ŋ	3	undefined
釉	jəu	j	null	ə	u	2	undefined
释	siŋ	s	null	i	ŋ	3	undefined
释	iŋ		null	i	ŋ	3	undefined
釋	sjiŋ	sj	null	i	ŋ	3	undefined
釋	iŋ		null	i	ŋ	3	undefined
里	lei	l	null	e	i	1	undefined
里	løi	l	null	ø	i	1	undefined
重	ʣr'uŋ	ʣr'	null	u	ŋ	1	undefined
重	ʣruŋ	ʣr	null	u	ŋ	2	undefined
野	je	j	null	e		1	undefined
量	løŋ	l	null	ø	ŋ	0	undefined
釐	xei	x	null	e	i	0	undefined
釐	lei	l	null	e	i	0	undefined
金	cəm	c	null	ə	m	0	undefined
釓	ca	c	null	a		0	undefined
釓	can	c	null	a	n	3	undefined
釔	yn		null	y	n	3	undefined
釕	liu	l	null	i	u	1	undefined
釖	tou	t	null	o	u	0	undefined
釗	ʦ'iu	ʦ'	null	i	u	0	undefined
釘	tiŋ	t	null	i	ŋ	0	undefined
釙	p'oŋ	p'	null	o	ŋ	3	undefined
釙	p'uŋ	p'	null	u	ŋ	3	undefined
釚	g'əu	g'	null	ə	u	0	undefined
釛	pan	p	null	a	n	3	undefined
釜	fu	f	null	u		1	undefined
針	ʦjəm	ʦj	null	ə	m	0	undefined
釞	ʦəm	ʦ	null	ə	m	3	undefined
釟	pan	p	null	a	n	3	undefined
釠	lyn	l	null	y	n	2	undefined
釡	fu	f	null	u		1	undefined
釢	nai	n	null	a	i	1	undefined
釣	tiu	t	null	i	u	2	undefined
釤	sram	sr	null	a	m	0	undefined
釤	srin	sr	null	i	n	2	undefined
釥	ʦ'iu	ʦ'	null	i	u	1	undefined
釦	c'əu	c'	null	ə	u	2	undefined
釧	ʦj'yn	ʦj'	null	y	n	2	undefined
釨	ʦi	ʦ	null	i		1	undefined
釩	wan	w	null	a	n	0	undefined
釪	va	v	null	a		0	undefined
釫	va	v	null	a		0	undefined
釬	hon	h	null	o	n	2	undefined
釭	coŋ	c	null	o	ŋ	0	undefined
釮	ʣ'əi	ʣ'	null	ə	i	0	undefined
釯	moŋ	m	null	o	ŋ	0	undefined
釰	jən	j	null	ə	n	3	undefined
釱	dəi	d	null	ə	i	2	undefined
釱	dai	d	null	a	i	2	undefined
釲	ʣi	ʣ	null	i		2	undefined
釳	xən	x	null	ə	n	3	undefined
釴	iŋ		null	i	ŋ	3	undefined
釵	ʦr'ai	ʦr'	null	a	i	0	undefined
釶	si	s	null	i		0	undefined
釶	ze	z	null	e		0	undefined
釷	t'ou	t'	null	o	u	1	undefined
釸	ʣiŋ	ʣ	null	i	ŋ	3	undefined
釹	nrøi	nr	null	ø	i	1	undefined
釹	løi	l	null	ø	i	1	undefined
釺	ʦ'in	ʦ'	null	i	n	0	undefined
釻	yn		null	y	n	0	undefined
釼	jən	j	null	ə	n	3	undefined
釽	p'iŋ	p'	null	i	ŋ	3	undefined
釽	ʦau	ʦ	null	a	u	1	undefined
釾	je	j	null	e		0	undefined
釾	a		null	a		0	undefined
釿	cən	c	null	ə	n	0	undefined
鈀	pa	p	null	a		1	undefined
鈀	b'a	b'	null	a		0	undefined
鈁	foŋ	f	null	o	ŋ	0	undefined
鈂	ʣ'əm	ʣ'	null	ə	m	0	undefined
鈃	hjiŋ	hj	null	i	ŋ	0	undefined
鈃	cin	c	null	i	n	0	undefined
鈄	təu	t	null	ə	u	1	undefined
鈅	ŋyn	ŋ	null	y	n	3	undefined
鈆	yn		null	y	n	0	undefined
鈇	fu	f	null	u		0	undefined
鈈	pən	p	null	ə	n	3	undefined
鈉	nam	n	null	a	m	3	undefined
鈊	səm	s	null	ə	m	0	undefined
鈋	ŋo	ŋ	null	o		0	undefined
鈌	c'yn	c'	null	y	n	3	undefined
鈍	døn	d	null	ø	n	2	undefined
鈎	x-əu	x-	null	ə	u	0	undefined
鈏	jən	j	null	ə	n	2	undefined
鈐	g'im	g'	null	i	m	0	undefined
鈑	pan	p	null	a	n	1	undefined
鈒	ʣam	ʣ	null	a	m	3	undefined
鈒	c'əm	c'	null	ə	m	3	undefined
鈓	jəm	j	null	ə	m	1	undefined
鈔	ʦr'au	ʦr'	null	a	u	0	undefined
鈕	qnəu	qn	null	ə	u	1	undefined
鈕	qləu	ql	null	ə	u	1	undefined
鈖	fən	f	null	ə	n	0	undefined
鈗	vən	v	null	ə	n	1	undefined
鈘	ŋəi	ŋ	null	ə	i	1	undefined
鈘	əi		null	ə	i	1	undefined
鈙	g'əm	g'	null	ə	m	0	undefined
鈚	p'əi	p'	null	ə	i	0	undefined
鈚	p'ei	p'	null	e	i	0	undefined
鈛	cvo	cv	null	o		0	undefined
鈜	hvəŋ	hv	null	ə	ŋ	0	undefined
鈝	jəm	j	null	ə	m	0	undefined
鈞	cvən	cv	null	ə	n	0	undefined
鈞	cv'ən	cv'	null	ə	n	0	undefined
鈟	tiu	t	null	i	u	2	undefined
鈠	iŋ		null	i	ŋ	3	undefined
鈡	ʦuŋ	ʦ	null	u	ŋ	0	undefined
鈢	sai	s	null	a	i	1	undefined
鈣	c'oi	c'	null	o	i	2	undefined
鈤	jən	j	null	ə	n	3	undefined
鈥	xvo	xv	null	o		1	undefined
鈦	t'ai	t'	null	a	i	2	undefined
鈧	c'oŋ	c'	null	o	ŋ	2	undefined
鈨	yn		null	y	n	0	undefined
鈩	lou	l	null	o	u	0	undefined
鈪	qaŋ	q	null	a	ŋ	3	undefined
鈪	qŋaŋ	qŋ	null	a	ŋ	3	undefined
鈫	mən	m	null	ə	n	0	undefined
鈬	doŋ	d	null	o	ŋ	3	undefined
鈭	ʦi	ʦ	null	i		0	undefined
鈮	nrei	nr	null	e	i	0	undefined
鈮	lei	l	null	e	i	0	undefined
鈯	dən	d	null	ə	n	3	undefined
鈰	zji	zj	null	i		1	undefined
鈱	mən	m	null	ə	n	0	undefined
鈲	cu	c	null	u		0	undefined
鈳	c'o	c'	null	o		0	undefined
鈴	liŋ	l	null	i	ŋ	0	undefined
鈵	piŋ	p	null	i	ŋ	2	undefined
鈶	ʣi	ʣ	null	i		2	undefined
鈷	cu	c	null	u		1	undefined
鈸	bən	b	null	ə	n	3	undefined
鈸	bun	b	null	u	n	3	undefined
鈹	b'ei	b'	null	e	i	0	undefined
鈹	p'ei	p'	null	e	i	0	undefined
鈺	ŋjuŋ	ŋj	null	u	ŋ	3	undefined
鈻	ʣi	ʣ	null	i		2	undefined
鈼	ʣoŋ	ʣ	null	o	ŋ	3	undefined
鈽	pou	p	null	o	u	0	undefined
鈾	jəu	j	null	ə	u	0	undefined
鈿	d'in	d'	null	i	n	0	undefined
鈿	din	d	null	i	n	2	undefined
鉀	cam	c	null	a	m	3	undefined
鉁	ʦən	ʦ	null	ə	n	0	undefined
鉂	si	s	null	i		1	undefined
鉃	zi	z	null	i		2	undefined
鉄	t'in	t'	null	i	n	3	undefined
鉅	gøi	g	null	ø	i	2	undefined
鉆	ʦ'im	ʦ'	null	i	m	0	undefined
鉇	si	s	null	i		0	undefined
鉇	ze	z	null	e		0	undefined
鉈	t'a	t'	null	a		0	undefined
鉈	d'o	d'	null	o		0	undefined
鉈	t'o	t'	null	o		1	undefined
鉈	sji	sj	null	i		0	undefined
鉈	zje	zj	null	e		0	undefined
鉉	hyn	h	null	y	n	1	undefined
鉊	ʦjiu	ʦj	null	i	u	0	undefined
鉋	b'au	b'	null	a	u	0	undefined
鉌	hvo	hv	null	o		0	undefined
鉍	pei	p	null	e	i	2	undefined
鉍	pin	p	null	i	n	3	undefined
鉎	səŋ	s	null	ə	ŋ	0	undefined
鉏	ʣr'o	ʣr'	null	o		0	undefined
鉏	ʣr'øi	ʣr'	null	ø	i	0	undefined
鉏	ʦrøi	ʦr	null	ø	i	1	undefined
鉐	zjeŋ	zj	null	e	ŋ	3	undefined
鉑	boŋ	b	null	o	ŋ	3	undefined
鉒	ʦry	ʦr	null	y		2	undefined
鉓	ʦ'iŋ	ʦ'	null	i	ŋ	3	undefined
鉔	ʦam	ʦ	null	a	m	3	undefined
鉕	p'o	p'	null	o		1	undefined
鉖	d'uŋ	d'	null	u	ŋ	0	undefined
鉗	g'im	g'	null	i	m	0	undefined
鉗	c'im	c'	null	i	m	1	undefined
鉘	wən	w	null	ə	n	3	undefined
鉙	ʦai	ʦ	null	a	i	1	undefined
鉚	mau	m	null	a	u	1	undefined
鉛	yn		null	y	n	0	undefined
鉜	wəu	w	null	ə	u	0	undefined
鉝	lam	l	null	a	m	3	undefined
鉞	yn		null	y	n	3	undefined
鉟	p'ei	p'	null	e	i	0	undefined
鉠	qjøŋ	qj	null	ø	ŋ	0	undefined
鉡	bun	b	null	u	n	2	undefined
鉢	pun	p	null	u	n	3	undefined
鉣	cim	c	null	i	m	3	undefined
鉤	x-əu	x-	null	ə	u	0	undefined
鉥	zøn	z	null	ø	n	3	undefined
鉦	ʦjiŋ	ʦj	null	i	ŋ	0	undefined
鉧	mou	m	null	o	u	1	undefined
鉨	nəi	n	null	ə	i	1	undefined
鉩	sai	s	null	a	i	1	undefined
鉪	dəi	d	null	ə	i	2	undefined
鉫	ca	c	null	a		0	undefined
鉬	muŋ	m	null	u	ŋ	3	undefined
鉭	t'an	t'	null	a	n	1	undefined
鉭	tan	t	null	a	n	2	undefined
鉮	zən	z	null	ə	n	0	undefined
鉯	i		null	i		1	undefined
鉰	si	s	null	i		0	undefined
鉱	c'oŋ	c'	null	o	ŋ	2	undefined
鉲	c'a	c'	null	a		0	undefined
鉳	pəŋ	p	null	ə	ŋ	3	undefined
鉴	cam	c	null	a	m	2	undefined
鉵	d'uŋ	d'	null	u	ŋ	0	undefined
鉶	hjiŋ	hj	null	i	ŋ	0	undefined
鉷	huŋ	h	null	u	ŋ	0	undefined
鉸	cau	c	null	a	u	1	undefined
鉹	ʦ'i	ʦ'	null	i		1	undefined
鉺	nji	nj	null	i		1	undefined
鉻	qloŋ	ql	null	o	ŋ	3	undefined
鉻	coŋ	c	null	o	ŋ	3	undefined
鉻	loŋ	l	null	o	ŋ	3	undefined
鉼	peŋ	p	null	e	ŋ	1	undefined
鉼	b'iŋ	b'	null	i	ŋ	0	undefined
鉽	sjiŋ	sj	null	i	ŋ	3	undefined
鉾	məu	m	null	ə	u	0	undefined
鉿	xa	x	null	a		0	undefined
鉿	həm	h	null	ə	m	3	undefined
鉿	xəm	x	null	ə	m	3	undefined
鉿	cam	c	null	a	m	3	undefined
銀	ŋən	ŋ	null	ə	n	0	undefined
銁	cvən	cv	null	ə	n	0	undefined
銂	ʦəu	ʦ	null	ə	u	0	undefined
銃	ʦj'uŋ	ʦj'	null	u	ŋ	2	undefined
銄	xøŋ	x	null	ø	ŋ	1	undefined
銅	d'uŋ	d'	null	u	ŋ	0	undefined
銆	məŋ	m	null	ə	ŋ	3	undefined
銇	loi	l	null	o	i	2	undefined
銈	cvəi	cv	null	ə	i	0	undefined
銉	yn		null	y	n	3	undefined
銊	søn	s	null	ø	n	3	undefined
銋	njəm	nj	null	ə	m	1	undefined
銌	ʣyn	ʣ	null	y	n	2	undefined
銍	ʣən	ʣ	null	ə	n	3	undefined
銎	g'uŋ	g'	null	u	ŋ	0	undefined
銏	san	s	null	a	n	2	undefined
銐	ʦ'əi	ʦ'	null	ə	i	2	undefined
銑	sin	s	null	i	n	1	undefined
銒	iŋ		null	i	ŋ	0	undefined
銒	cin	c	null	i	n	0	undefined
銓	ʣ'yn	ʣ'	null	y	n	0	undefined
銔	p'ei	p'	null	e	i	0	undefined
銕	t'in	t'	null	i	n	3	undefined
銖	ʦjy	ʦj	null	y		0	undefined
銗	hoŋ	h	null	o	ŋ	2	undefined
銗	həu	h	null	ə	u	2	undefined
銘	miŋ	m	null	i	ŋ	0	undefined
銙	cv'a	cv'	null	a		0	undefined
銚	diu	d	null	i	u	2	undefined
銚	iu		null	i	u	0	undefined
銚	d'iu	d'	null	i	u	0	undefined
銛	ʦ'im	ʦ'	null	i	m	0	undefined
銜	ham	h	null	a	m	0	undefined
銜	həm	h	null	ə	m	0	undefined
銝	qjəu	qj	null	ə	u	0	undefined
銞	cvən	cv	null	ə	n	0	undefined
銟	ʦ'a	ʦ'	null	a		0	undefined
銠	lou	l	null	o	u	1	undefined
銡	cən	c	null	ə	n	3	undefined
銢	p'iŋ	p'	null	i	ŋ	3	undefined
銣	njy	nj	null	y		0	undefined
銤	məi	m	null	ə	i	1	undefined
銥	qi	q	null	i		0	undefined
銦	qjən	qj	null	ə	n	0	undefined
銧	cvoŋ	cv	null	o	ŋ	0	undefined
銨	qon	q	null	o	n	0	undefined
銩	tiu	t	null	i	u	0	undefined
銪	jəu	j	null	ə	u	1	undefined
銫	sriŋ	sr	null	i	ŋ	3	undefined
銬	c'au	c'	null	a	u	2	undefined
銬	c'əu	c'	null	ə	u	2	undefined
銭	ʣ'in	ʣ'	null	i	n	0	undefined
銮	lyn	l	null	y	n	0	undefined
銯	miŋ	m	null	i	ŋ	3	undefined
銰	ŋai	ŋ	null	a	i	2	undefined
銰	ai		null	a	i	2	undefined
銱	tiu	t	null	i	u	2	undefined
銲	hon	h	null	o	n	2	undefined
銳	jøi	j	null	ø	i	2	undefined
銴	zəi	z	null	ə	i	2	undefined
銵	xəŋ	x	null	ə	ŋ	0	undefined
銶	g'əu	g'	null	ə	u	0	undefined
銷	siu	s	null	i	u	0	undefined
銸	ʦim	ʦ	null	i	m	3	undefined
銹	səu	s	null	ə	u	2	undefined
銺	ʣoŋ	ʣ	null	o	ŋ	2	undefined
銻	t'əi	t'	null	ə	i	0	undefined
銼	ʦ'o	ʦ'	null	o		2	undefined
銽	ʦ'im	ʦ'	null	i	m	0	undefined
銾	xuŋ	x	null	u	ŋ	2	undefined
銿	ʦuŋ	ʦ	null	u	ŋ	0	undefined
鋀	t'əu	t'	null	ə	u	0	undefined
鋀	dəu	d	null	ə	u	2	undefined
鋁	løi	l	null	ø	i	1	undefined
鋂	mui	m	null	u	i	0	undefined
鋃	loŋ	l	null	o	ŋ	0	undefined
鋄	wan	w	null	a	n	2	undefined
鋅	sən	s	null	ə	n	0	undefined
鋆	vən	v	null	ə	n	0	undefined
鋇	pui	p	null	u	i	2	undefined
鋈	qjuŋ	qj	null	u	ŋ	3	undefined
鋉	suŋ	s	null	u	ŋ	3	undefined
鋊	juŋ	j	null	u	ŋ	3	undefined
鋋	zin	z	null	i	n	0	undefined
鋋	in		null	i	n	0	undefined
鋌	tiŋ	t	null	i	ŋ	2	undefined
鋌	diŋ	d	null	i	ŋ	2	undefined
鋌	d'iŋ	d'	null	i	ŋ	1	undefined
鋍	bun	b	null	u	n	3	undefined
鋎	van	v	null	a	n	1	undefined
鋏	cam	c	null	a	m	3	undefined
鋐	vəŋ	v	null	ə	ŋ	0	undefined
鋑	ʦ'yn	ʦ'	null	y	n	0	undefined
鋒	fuŋ	f	null	u	ŋ	0	undefined
鋓	ʦ'im	ʦ'	null	i	m	0	undefined
鋔	van	v	null	a	n	1	undefined
鋕	ʦi	ʦ	null	i		2	undefined
鋖	si	s	null	i		0	undefined
鋗	xyn	x	null	y	n	0	undefined
鋘	ŋva	ŋv	null	a		0	undefined
鋘	ŋ		null	ŋ		0	undefined
鋙	ŋy	ŋ	null	y		1	undefined
鋙	ŋ		null	ŋ		0	undefined
鋚	d'iu	d'	null	i	u	0	undefined
鋛	c'oŋ	c'	null	o	ŋ	2	undefined
鋜	ʣroŋ	ʣr	null	o	ŋ	3	undefined
鋜	ʦruŋ	ʦr	null	u	ŋ	3	undefined
鋜	ʣruŋ	ʣr	null	u	ŋ	3	undefined
鋝	qlyn	ql	null	y	n	3	undefined
鋞	hjiŋ	hj	null	i	ŋ	0	undefined
鋟	ʦ'im	ʦ'	null	i	m	0	undefined
鋠	zjən	zj	null	ə	n	2	undefined
鋡	həm	h	null	ə	m	0	undefined
鋢	qlyn	ql	null	y	n	3	undefined
鋣	je	j	null	e		0	undefined
鋤	ʣr'o	ʣr'	null	o		0	undefined
鋥	ʦr'aŋ	ʦr'	null	a	ŋ	2	undefined
鋥	ʦr'əŋ	ʦr'	null	ə	ŋ	2	undefined
鋦	cuŋ	c	null	u	ŋ	3	undefined
鋦	guŋ	g	null	u	ŋ	3	undefined
鋧	hjin	hj	null	i	n	2	undefined
鋨	ŋo	ŋ	null	o		0	undefined
鋩	moŋ	m	null	o	ŋ	0	undefined
鋪	p'ou	p'	null	o	u	0	undefined
鋫	lei	l	null	e	i	0	undefined
鋬	p'an	p'	null	a	n	2	undefined
鋭	jøi	j	null	ø	i	2	undefined
鋮	zjiŋ	zj	null	i	ŋ	0	undefined
鋯	cou	c	null	o	u	2	undefined
鋰	lei	l	null	e	i	1	undefined
鋱	t'iŋ	t'	null	i	ŋ	3	undefined
鋲	piŋ	p	null	i	ŋ	0	undefined
鋳	ʦy	ʦ	null	y		2	undefined
鋴	xəŋ	x	null	ə	ŋ	3	undefined
鋵	t'uŋ	t'	null	u	ŋ	3	undefined
鋶	ləu	l	null	ə	u	1	undefined
鋷	je	j	null	e		0	undefined
鋸	cøi	c	null	ø	i	2	undefined
鋸	cø	c	null	ø		2	undefined
鋸	cuŋ	c	null	u	ŋ	3	undefined
鋹	ʦr'oŋ	ʦr'	null	o	ŋ	1	undefined
鋹	ʦr'øŋ	ʦr'	null	ø	ŋ	1	undefined
鋺	qyn	q	null	y	n	1	undefined
鋻	cin	c	null	i	n	2	undefined
鋼	coŋ	c	null	o	ŋ	2	undefined
鋽	t'iu	t'	null	i	u	2	undefined
鋾	d'ou	d'	null	o	u	0	undefined
鋿	zjøŋ	zj	null	ø	ŋ	0	undefined
錀	løn	l	null	ø	n	0	undefined
錁	cvo	cv	null	o		1	undefined
錁	xvo	xv	null	o		2	undefined
錂	liŋ	l	null	i	ŋ	0	undefined
錃	pei	p	null	e	i	0	undefined
錄	luŋ	l	null	u	ŋ	3	undefined
錅	lei	l	null	e	i	0	undefined
錆	ʦ'øŋ	ʦ'	null	ø	ŋ	0	undefined
錇	b'ui	b'	null	u	i	0	undefined
錈	cyn	c	null	y	n	1	undefined
錉	mən	m	null	ə	n	0	undefined
錊	ʦøi	ʦ	null	ø	i	2	undefined
錋	b'aŋ	b'	null	a	ŋ	0	undefined
錌	ŋon	ŋ	null	o	n	2	undefined
錌	on		null	o	n	2	undefined
錍	p'əi	p'	null	ə	i	0	undefined
錎	ham	h	null	a	m	2	undefined
錏	qa	q	null	a		0	undefined
錐	ʦjøi	ʦj	null	ø	i	0	undefined
錑	løi	l	null	ø	i	2	undefined
錒	qa	q	null	a		2	undefined
錒	qŋa	qŋ	null	a		2	undefined
錒	qo	q	null	o		0	undefined
錒	qŋo	qŋ	null	o		0	undefined
錓	cv'əŋ	cv'	null	ə	ŋ	0	undefined
錔	t'am	t'	null	a	m	3	undefined
錔	dam	d	null	a	m	3	undefined
錕	cv'ən	cv'	null	ə	n	0	undefined
錖	tuŋ	t	null	u	ŋ	3	undefined
錗	nøi	n	null	ø	i	2	undefined
錘	ʣr'øi	ʣr'	null	ø	i	0	undefined
錘	ʦr'øi	ʦr'	null	ø	i	1	undefined
錙	ʦri	ʦr	null	i		0	undefined
錚	ʦrəŋ	ʦr	null	ə	ŋ	0	undefined
錚	ʦraŋ	ʦr	null	a	ŋ	0	undefined
錛	pən	p	null	ə	n	0	undefined
錜	nim	n	null	i	m	3	undefined
錝	ʦuŋ	ʦ	null	u	ŋ	2	undefined
錞	døi	d	null	ø	i	2	undefined
錞	zøn	z	null	ø	n	0	undefined
錟	d'am	d'	null	a	m	0	undefined
錟	ʦ'im	ʦ'	null	i	m	0	undefined
錠	tiŋ	t	null	i	ŋ	2	undefined
錠	diŋ	d	null	i	ŋ	2	undefined
錡	g'ei	g'	null	e	i	0	undefined
錢	ʣ'in	ʣ'	null	i	n	0	undefined
錢	ʦ'in	ʦ'	null	i	n	1	undefined
錢	ʦin	ʦ	null	i	n	1	undefined
錣	ʦryn	ʦr	null	y	n	3	undefined
錤	cei	c	null	e	i	0	undefined
錥	juŋ	j	null	u	ŋ	3	undefined
錦	cəm	c	null	ə	m	1	undefined
錧	cun	c	null	u	n	1	undefined
錨	lau	l	null	a	u	0	undefined
錨	mau	m	null	a	u	0	undefined
錩	ʦj'øŋ	ʦj'	null	ø	ŋ	0	undefined
錪	t'in	t'	null	i	n	1	undefined
錫	seŋ	s	null	e	ŋ	3	undefined
錫	siŋ	s	null	i	ŋ	3	undefined
錬	lin	l	null	i	n	2	undefined
錭	tiu	t	null	i	u	0	undefined
錮	cu	c	null	u		2	undefined
錯	ʦ'o	ʦ'	null	o		2	undefined
錯	ʦ'oŋ	ʦ'	null	o	ŋ	3	undefined
錯	ʦ'ou	ʦ'	null	o	u	2	undefined
錰	zøn	z	null	ø	n	3	undefined
錱	ʦən	ʦ	null	ə	n	0	undefined
録	luŋ	l	null	u	ŋ	3	undefined
錳	maŋ	m	null	a	ŋ	1	undefined
錴	luŋ	l	null	u	ŋ	3	undefined
錵	va	v	null	a		0	undefined
錶	piu	p	null	i	u	0	undefined
錷	qan	q	null	a	n	3	undefined
錷	qŋan	qŋ	null	a	n	3	undefined
錸	loi	l	null	o	i	0	undefined
錹	xəŋ	x	null	ə	ŋ	1	undefined
錺	foŋ	f	null	o	ŋ	0	undefined
錻	mou	m	null	o	u	1	undefined
錼	noi	n	null	o	i	2	undefined
錽	wan	w	null	a	n	2	undefined
錾	ʣam	ʣ	null	a	m	2	undefined
錿	fu	f	null	u		1	undefined
鍀	təŋ	t	null	ə	ŋ	3	undefined
鍁	xim	x	null	i	m	0	undefined
鍁	xin	x	null	i	n	0	undefined
鍂	cəm	c	null	ə	m	0	undefined
鍃	xvən	xv	null	ə	n	3	undefined
鍃	c'un	c'	null	u	n	3	undefined
鍄	løŋ	l	null	ø	ŋ	2	undefined
鍅	fan	f	null	a	n	3	undefined
鍆	mun	m	null	u	n	0	undefined
鍇	c'ai	c'	null	a	i	1	undefined
鍇	cai	c	null	a	i	0	undefined
鍈	qjøŋ	qj	null	ø	ŋ	0	undefined
鍉	diŋ	d	null	i	ŋ	3	undefined
鍉	zi	z	null	i		0	undefined
鍊	lin	l	null	i	n	2	undefined
鍋	x-vo	x-v	null	o		0	undefined
鍌	sin	s	null	i	n	1	undefined
鍍	dou	d	null	o	u	2	undefined
鍎	dən	d	null	ə	n	3	undefined
鍏	vəi	v	null	ə	i	0	undefined
鍐	ʦuŋ	ʦ	null	u	ŋ	0	undefined
鍑	fuŋ	f	null	u	ŋ	3	undefined
鍑	fu	f	null	u		2	undefined
